task_code,status_code,wbs_id,task_name,target_drtn_hr_cnt,remain_drtn_hr_cnt,act_drtn_hr_cnt,primary_base_start_date,target_start_date,start_date,primary_base_end_date,target_end_date,end_date,remain_float_hr_cnt,free_float_hr_cnt,task_type,pred_list,succ_list,succ_details,resource_list,cstr_type,cstr_type2,clndr_id,delete_record_flag
Activity ID,Activity Status,WBS Code,Activity Name,Original Duration(d),Remaining Duration(d),(*)Actual Duration(d),(*)BL1 Start,(*)Planned Start,(*)Start,(*)BL1 Finish,(*)Planned Finish,(*)Finish,(*)Remaining Float(d),(*)Free Float(d),(*)Activity Type,(*)Predecessors,(*)Successors,(*)Successor Details,(*)Resources,Primary Constraint,Secondary Constraint,Calendar Name,Delete This Row
P2-02C-FIN-70,Not Started,TWNU07.8.6.8.4.6,ELECTRICAL / FA TRIM  AT CORRIDOR,2,2,0,1/15/2026 08:00,1/15/2026 08:00,1/15/2026 08:00,1/16/2026 16:00,1/16/2026 16:00,1/16/2026 16:00,51,0,Task Dependent,"P2-02C-FIN-40, P2-02U-FIN-190","P2-02C-FIN-90, P2-02C-FIN-160","P2-02C-FIN-90: FS, P2-02C-FIN-160: FS",,,,5D w/Hol 1222-1226,
P2-02C-FIN-80,Not Started,TWNU07.8.6.8.4.6,LOW VOLTAGE TRIM AT CORRIDOR,2,2,0,1/15/2026 08:00,1/15/2026 08:00,1/15/2026 08:00,1/16/2026 16:00,1/16/2026 16:00,1/16/2026 16:00,53,11,Task Dependent,"P2-02C-FIN-40, P2-02U-FIN-200",P2-02C-FIN-90,P2-02C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-02C-FIN-100,Not Started,TWNU07.8.6.8.4.6,SECOND FINAL PAINT,2,2,0,2/5/2026 08:00,2/5/2026 08:00,2/5/2026 08:00,2/6/2026 16:00,2/6/2026 16:00,2/6/2026 16:00,42,0,Task Dependent,P2-02C-FIN-90,"P2-02C-FIN-110, P2-02C-FIN-150","P2-02C-FIN-110: FS, P2-02C-FIN-150: FS",,,,5D w/Hol 1222-1226,
P2-02C-FIN-110,Not Started,TWNU07.8.6.8.4.6,GC PUNCH CORRIDOR,2,2,0,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 08:00,2/10/2026 16:00,2/10/2026 16:00,2/10/2026 16:00,42,0,Task Dependent,"P2-02C-FIN-100, P2-02C-FIN-150",P2-02C-FIN-120,P2-02C-FIN-120: FS,,,,5D w/Hol 1222-1226,
P2-02C-FIN-120,Not Started,TWNU07.8.6.8.4.6,OWNER WALK CORRIDOR,1,1,0,2/11/2026 08:00,2/11/2026 08:00,2/11/2026 08:00,2/11/2026 16:00,2/11/2026 16:00,2/11/2026 16:00,42,0,Task Dependent,P2-02C-FIN-110,P2-02C-FIN-130,P2-02C-FIN-130: FS,,,,5D w/Hol 1222-1226,
P2-02C-FIN-130,Not Started,TWNU07.8.6.8.4.6,OWNER PUNCH CORRIDOR,2,2,0,2/12/2026 08:00,2/12/2026 08:00,2/12/2026 08:00,2/13/2026 16:00,2/13/2026 16:00,2/13/2026 16:00,42,0,Task Dependent,P2-02C-FIN-120,P2-02C-FIN-140,P2-02C-FIN-140: FS,,,,5D w/Hol 1222-1226,
P2-02C-FIN-140,Not Started,TWNU07.8.6.8.4.6,OWNER ACCEPTANCE / TURNOVER CORRIDOR,1,1,0,2/16/2026 08:00,2/16/2026 08:00,2/16/2026 08:00,2/16/2026 16:00,2/16/2026 16:00,2/16/2026 16:00,42,88,Task Dependent,P2-02C-FIN-130,"FM-P1B-GTURN, FM-P2B-GTURN","FM-P1B-GTURN: FS, FM-P2B-GTURN: FF",,,,5D w/Hol 1222-1226,
P2-02C-FIN-150,Not Started,TWNU07.8.6.8.4.6,OWNER INSTALL SIGNAGE AT CORRIDOR,1,1,0,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 16:00,2/9/2026 16:00,2/9/2026 16:00,43,1,Task Dependent,"P2-02C-FIN-100, FAB/DEL-240",P2-02C-FIN-110,P2-02C-FIN-110: FF,,,,5D w/Hol 1222-1226,
P2-02C-FIN-160,Not Started,TWNU07.8.6.8.4.6,INSTALL FIRE EXTINGUISHER CABINETS  AT CORRIDOR,2,2,0,1/19/2026 08:00,1/19/2026 08:00,1/19/2026 08:00,1/20/2026 16:00,1/20/2026 16:00,1/20/2026 16:00,51,9,Task Dependent,P2-02C-FIN-70,P2-02C-FIN-90,P2-02C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-10,Not Started,TWNU07.8.6.8.2,HANG DRYWALL,7,7,0,12/5/2025 08:00,12/5/2025 08:00,12/5/2025 08:00,12/15/2025 16:00,12/15/2025 16:00,12/15/2025 16:00,-35,0,Task Dependent,"P2-03U-FIN-20, P2-02U-FIN-10, FM-P2-EXT-DRY, P2-EXT-03-10, P2-EXT-03-20, FAB/DEL-290, FM-P2-OHD-DRY","P2-03U-FIN-30, P2-03C-FIN-10","P2-03U-FIN-30: FF 4, P2-03C-FIN-10: FF",,,,5D w/Hol 1222-1226,
P2-03U-FIN-30,Not Started,TWNU07.8.6.8.2,FINISH DRYWALL,7,7,0,12/11/2025 08:00,12/11/2025 08:00,12/11/2025 08:00,12/19/2025 16:00,12/19/2025 16:00,12/19/2025 16:00,-35,0,Task Dependent,"P2-03U-FIN-10, P2-02U-FIN-30","P2-03U-FIN-40, P2-EXT-03-30","P2-03U-FIN-40: FS , P2-EXT-03-30: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-40,Not Started,TWNU07.8.6.8.2,PRIME PAINT DRYWALL,2,2,0,12/22/2025 08:00,12/22/2025 08:00,12/22/2025 08:00,12/23/2025 16:00,12/23/2025 16:00,12/23/2025 16:00,10,0,Task Dependent,"P2-03U-FIN-30, FAB/DEL-330","P2-03U-FIN-60, P2-03U-FIN-50","P2-03U-FIN-60: FS , P2-03U-FIN-50: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-60,Not Started,TWNU07.8.6.8.2,INSTALL LVT FLOORING (* FIRST FLOOR MOISTURE TEST,3,3,0,12/31/2025 08:00,12/31/2025 08:00,12/31/2025 08:00,1/5/2026 16:00,1/5/2026 16:00,1/5/2026 16:00,10,0,Task Dependent,"P2-03U-FIN-40, P2-03U-FIN-50, FAB/DEL-310","P2-03U-FIN-70, P2-D2-STAIRS-40","P2-03U-FIN-70: FF 2, P2-D2-STAIRS-40: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-70,Not Started,TWNU07.8.6.8.2,INSTALL DOORS AND TRIM/ BASE,3,3,0,1/5/2026 08:00,1/5/2026 08:00,1/5/2026 08:00,1/7/2026 16:00,1/7/2026 16:00,1/7/2026 16:00,10,0,Task Dependent,"P2-03U-FIN-60, FAB/DEL-340, FAB/DEL-350","P2-03U-FIN-90, P2-03U-FIN-80","P2-03U-FIN-90: FS , P2-03U-FIN-80: FF 2",,,,5D w/Hol 1222-1226,
P2-03U-FIN-90,Not Started,TWNU07.8.6.8.2,INSTALL MILLWORK & TOPS,4,4,0,1/9/2026 08:00,1/9/2026 08:00,1/9/2026 08:00,1/14/2026 16:00,1/14/2026 16:00,1/14/2026 16:00,10,0,Task Dependent,"P2-03U-FIN-70, P2-03U-FIN-80, FAB/DEL-190","P2-03U-FIN-110, P2-03U-FIN-170, P2-03U-FIN-120","P2-03U-FIN-110: FS, P2-03U-FIN-170: FS, P2-03U-FIN-120: FF 2",,,,5D w/Hol 1222-1226,
P2-03U-FIN-80,Not Started,TWNU07.8.6.8.2,FINAL PAINT 1ST COAT,3,3,0,1/7/2026 08:00,1/7/2026 08:00,1/7/2026 08:00,1/9/2026 16:00,1/9/2026 16:00,1/9/2026 16:00,10,0,Task Dependent,P2-03U-FIN-70,"P2-03U-FIN-170, P2-03U-FIN-140, P2-03U-FIN-90, P2-03U-FIN-100","P2-03U-FIN-170: FS , P2-03U-FIN-140: FS , P2-03U-FIN-90: FF 3, P2-03U-FIN-100: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-170,Not Started,TWNU07.8.6.8.2,PLUMBING TRIM / MINOR APPLIANCES,3,3,0,1/19/2026 08:00,1/19/2026 08:00,1/19/2026 08:00,1/21/2026 16:00,1/21/2026 16:00,1/21/2026 16:00,38,0,Task Dependent,"P2-03U-FIN-80, P2-03U-FIN-90, P2-03U-FIN-110, FAB/DEL-280","P2-03U-FIN-210, P2-FINBLDG, P2-03U-FIN-300","P2-03U-FIN-210: FS, P2-FINBLDG: FS, P2-03U-FIN-300: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-140,Not Started,TWNU07.8.6.8.2,FIRE SPRINKLER TRIM,2,2,0,1/19/2026 08:00,1/19/2026 08:00,1/19/2026 08:00,1/20/2026 16:00,1/20/2026 16:00,1/20/2026 16:00,43,0,Task Dependent,"P2-03U-FIN-80, P2-03U-FIN-110","P2-03U-FIN-210, P2-03C-FIN-50","P2-03U-FIN-210: FS, P2-03C-FIN-50: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-130,Not Started,TWNU07.8.6.8.2,HVAC TRIM,2,2,0,1/19/2026 08:00,1/19/2026 08:00,1/19/2026 08:00,1/20/2026 16:00,1/20/2026 16:00,1/20/2026 16:00,10,0,Task Dependent,"P2-03U-FIN-110, P2-ROOF-50, P2-ROOF-60","P2-03U-FIN-190, P2-03U-FIN-200, P2-03U-FIN-180, P2-03C-FIN-60","P2-03U-FIN-190: FS , P2-03U-FIN-200: FS , P2-03U-FIN-180: FS, P2-03C-FIN-60: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-190,Not Started,TWNU07.8.6.8.2,ELECTRICAL / FA TRIM,2,2,0,1/21/2026 08:00,1/21/2026 08:00,1/21/2026 08:00,1/22/2026 16:00,1/22/2026 16:00,1/22/2026 16:00,39,0,Task Dependent,"P2-03U-FIN-130, P2-03U-FIN-120, P2-03U-FIN-100, FAB/DEL-120, FAB/DEL-180","P2-03U-FIN-210, P2-FINBLDG, P2-03C-FIN-70, P2-03U-FIN-290","P2-03U-FIN-210: FS, P2-FINBLDG: FS, P2-03C-FIN-70: FF, P2-03U-FIN-290: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-200,Not Started,TWNU07.8.6.8.2,LOW VOLTAGE TRIM,2,2,0,1/21/2026 08:00,1/21/2026 08:00,1/21/2026 08:00,1/22/2026 16:00,1/22/2026 16:00,1/22/2026 16:00,41,0,Task Dependent,"P2-03U-FIN-130, FAB/DEL-130, FAB/DEL-140, FAB/DEL-150, FAB/DEL-160, FAB/DEL-170","P2-03U-FIN-210, P2-FINBLDG, P2-03C-FIN-80","P2-03U-FIN-210: FS, P2-FINBLDG: FS, P2-03C-FIN-80: FF",,,,5D w/Hol 1222-1226,
P2-03U-FIN-180,Not Started,TWNU07.8.6.8.2,HVAC STARTUP,2,2,0,1/21/2026 08:00,1/21/2026 08:00,1/21/2026 08:00,1/22/2026 16:00,1/22/2026 16:00,1/22/2026 16:00,10,3,Task Dependent,"P2-03U-FIN-130, P2-ROOF-80","P2-03U-FIN-210, P2-FINBLDG, CLOSEOUT-10","P2-03U-FIN-210: FS, P2-FINBLDG: FS, CLOSEOUT-10: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-20,Not Started,TWNU07.8.6.8.2,INSULATE,1,1,0,12/9/2025 08:00,12/9/2025 08:00,12/9/2025 08:00,12/9/2025 16:00,12/9/2025 16:00,12/9/2025 16:00,-35,0,Task Dependent,"P2-02-RI-90, P2-03-RI-150, P2-03-RI-90, FAB/DEL-410",P2-03U-FIN-10,P2-03U-FIN-10: FF 4,,As Late As Possible,,5D w/Hol 1222-1226,
P2-03U-FIN-50,Not Started,TWNU07.8.6.8.2,INSTALL BATHROOM FLOOR & WALL TILE,4,4,0,12/24/2025 08:00,12/24/2025 08:00,12/24/2025 08:00,12/31/2025 16:00,12/31/2025 16:00,12/31/2025 16:00,10,0,Task Dependent,"P2-03U-FIN-40, FAB/DEL-300",P2-03U-FIN-60,P2-03U-FIN-60: FF 2,,,,5D w/Hol 1222-1226,
P2-03U-FIN-110,Not Started,TWNU07.8.6.8.2,INSTALL TEMP LOCKS,2,2,0,1/15/2026 08:00,1/15/2026 08:00,1/15/2026 08:00,1/16/2026 16:00,1/16/2026 16:00,1/16/2026 16:00,10,0,Task Dependent,P2-03U-FIN-90,"P2-03U-FIN-150, P2-03U-FIN-160, P2-03U-FIN-140, P2-03U-FIN-130, P2-03U-FIN-170","P2-03U-FIN-150: FS, P2-03U-FIN-160: FS, P2-03U-FIN-140: FS, P2-03U-FIN-130: FS, P2-03U-FIN-170: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-150,Not Started,TWNU07.8.6.8.2,INSTALL WATER HEATERS,2,2,0,1/19/2026 08:00,1/19/2026 08:00,1/19/2026 08:00,1/20/2026 16:00,1/20/2026 16:00,1/20/2026 16:00,43,5,Task Dependent,P2-03U-FIN-110,P2-03U-FIN-210,P2-03U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-160,Not Started,TWNU07.8.6.8.2,INSTALL AHUs,2,2,0,1/19/2026 08:00,1/19/2026 08:00,1/19/2026 08:00,1/20/2026 16:00,1/20/2026 16:00,1/20/2026 16:00,43,5,Task Dependent,"P2-03U-FIN-110, FAB/DEL-560",P2-03U-FIN-210,P2-03U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-120,Not Started,TWNU07.8.6.8.2,INSTALL BACKSPLASH,3,3,0,1/14/2026 08:00,1/14/2026 08:00,1/14/2026 08:00,1/16/2026 16:00,1/16/2026 16:00,1/16/2026 16:00,40,0,Task Dependent,P2-03U-FIN-90,"P2-03U-FIN-190, P2-03U-FIN-125","P2-03U-FIN-190: FF 2, P2-03U-FIN-125: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-100,Not Started,TWNU07.8.6.8.2,INSTALL CLOSET SHELVING,3,3,0,1/12/2026 08:00,1/12/2026 08:00,1/12/2026 08:00,1/14/2026 16:00,1/14/2026 16:00,1/14/2026 16:00,43,4,Task Dependent,P2-03U-FIN-80,P2-03U-FIN-190,P2-03U-FIN-190: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-210,Not Started,TWNU07.8.6.8.2,ROUGH CLEAN,2,2,0,1/28/2026 08:00,1/28/2026 08:00,1/28/2026 08:00,1/29/2026 16:00,1/29/2026 16:00,1/29/2026 16:00,38,0,Task Dependent,"P2-03U-FIN-190, P2-03U-FIN-200, P2-03U-FIN-180, P2-03U-FIN-170, P2-03U-FIN-160, P2-03U-FIN-150, P2-03U-FIN-140, P2-03U-FIN-125, P2-03U-FIN-290","P2-03U-FIN-220, P2-03U-FIN-220","P2-03U-FIN-220: FS, P2-03U-FIN-220: FF",,,,5D w/Hol 1222-1226,
P2-03U-FIN-220,Not Started,TWNU07.8.6.8.2,SECOND FINAL PAINT,2,2,0,1/30/2026 08:00,1/30/2026 08:00,1/30/2026 08:00,2/2/2026 16:00,2/2/2026 16:00,2/2/2026 16:00,38,0,Task Dependent,"P2-03U-FIN-210, P2-03U-FIN-210","P2-03U-FIN-230, P2-FINBLDG, P2-03U-FIN-280","P2-03U-FIN-230: FS, P2-FINBLDG: FS, P2-03U-FIN-280: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-230,Not Started,TWNU07.8.6.8.2,INSTALL CARPET,2,2,0,2/3/2026 08:00,2/3/2026 08:00,2/3/2026 08:00,2/4/2026 16:00,2/4/2026 16:00,2/4/2026 16:00,38,0,Task Dependent,"P2-03U-FIN-220, FAB/DEL-320",P2-03U-FIN-240,P2-03U-FIN-240: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-240,Not Started,TWNU07.8.6.8.2,GC PUNCH UNITS,2,2,0,2/5/2026 08:00,2/5/2026 08:00,2/5/2026 08:00,2/6/2026 16:00,2/6/2026 16:00,2/6/2026 16:00,38,0,Task Dependent,"P2-03U-FIN-230, P2-03U-FIN-280","P2-03U-FIN-250, P2-03C-FIN-90","P2-03U-FIN-250: FS, P2-03C-FIN-90: FS",,,,5D w/Hol 1222-1226,
P2-03U-FIN-250,Not Started,TWNU07.8.6.8.2,OWNER WALK UNITS,1,1,0,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 16:00,2/9/2026 16:00,2/9/2026 16:00,43,0,Task Dependent,P2-03U-FIN-240,P2-03U-FIN-260,P2-03U-FIN-260: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-260,Not Started,TWNU07.8.6.8.2,OWNER PUNCH UNITS,3,3,0,2/10/2026 08:00,2/10/2026 08:00,2/10/2026 08:00,2/12/2026 16:00,2/12/2026 16:00,2/12/2026 16:00,43,0,Task Dependent,P2-03U-FIN-250,P2-03U-FIN-270,P2-03U-FIN-270: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-270,Not Started,TWNU07.8.6.8.2,OWNER ACCEPTANCE / TURNOVER UNITS,1,1,0,2/13/2026 08:00,2/13/2026 08:00,2/13/2026 08:00,2/13/2026 16:00,2/13/2026 16:00,2/13/2026 16:00,43,89,Task Dependent,P2-03U-FIN-260,"FM-P1B-GTURN, FM-P2B-GTURN","FM-P1B-GTURN: FS, FM-P2B-GTURN: FF",,,,5D w/Hol 1222-1226,
P2-03U-FIN-125,Not Started,TWNU07.8.6.8.2,INSTALL MAJOR APPLIANCES,5,5,0,1/19/2026 08:00,1/19/2026 08:00,1/19/2026 08:00,1/23/2026 16:00,1/23/2026 16:00,1/23/2026 16:00,40,2,Task Dependent,"P2-03U-FIN-120, FAB/DEL-230",P2-03U-FIN-210,P2-03U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-280,Not Started,TWNU07.8.6.8.2,INSTALL WINDOW TREATMENTS,2,2,0,2/3/2026 08:00,2/3/2026 08:00,2/3/2026 08:00,2/4/2026 16:00,2/4/2026 16:00,2/4/2026 16:00,38,0,Task Dependent,"P2-03U-FIN-220, FAB/DEL-210",P2-03U-FIN-240,P2-03U-FIN-240: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-290,Not Started,TWNU07.8.6.8.2,INSTALL DOOR HARDWARE,2,2,0,1/26/2026 08:00,1/26/2026 08:00,1/26/2026 08:00,1/27/2026 16:00,1/27/2026 16:00,1/27/2026 16:00,38,0,Task Dependent,"P2-03U-FIN-190, FAB/DEL-390, P2-03U-FIN-300",P2-03U-FIN-210,P2-03U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-03U-FIN-300,Not Started,TWNU07.8.6.8.2,INSTALL MIRRORS,2,2,0,1/22/2026 08:00,1/22/2026 08:00,1/22/2026 08:00,1/23/2026 16:00,1/23/2026 16:00,1/23/2026 16:00,38,0,Task Dependent,"P2-03U-FIN-170, FAB/DEL-400",P2-03U-FIN-290,P2-03U-FIN-290: FS,,,,5D w/Hol 1222-1226,
P2-03C-FIN-10,Not Started,TWNU07.8.6.8.2.7,HANG DRYWALL AT CORRIDOR,7,7,0,12/5/2025 08:00,12/5/2025 08:00,12/5/2025 08:00,12/15/2025 16:00,12/15/2025 16:00,12/15/2025 16:00,58,0,Task Dependent,"P2-03C-FIN-20, P2-03U-FIN-10, P2-02C-FIN-10, P2-ROOF-70",P2-03C-FIN-30,P2-03C-FIN-30: FF 10,,,,5D w/Hol 1222-1226,
P2-03C-FIN-30,Not Started,TWNU07.8.6.8.2.7,FINISH DRYWALL AT CORRIDOR,7,7,0,12/19/2025 08:00,12/19/2025 08:00,12/19/2025 08:00,12/31/2025 16:00,12/31/2025 16:00,12/31/2025 16:00,58,0,Task Dependent,P2-03C-FIN-10,P2-03C-FIN-40,P2-03C-FIN-40: FS,,,,5D w/Hol 1222-1226,
P2-03C-FIN-40,Not Started,TWNU07.8.6.8.2.7,PRIME PAINT DRYWALL AT CORRIDOR,2,2,0,1/2/2026 08:00,1/2/2026 08:00,1/2/2026 08:00,1/5/2026 16:00,1/5/2026 16:00,1/5/2026 16:00,58,11,Task Dependent,P2-03C-FIN-30,"P2-03C-FIN-80, P2-03C-FIN-60, P2-03C-FIN-70, P2-03C-FIN-50","P2-03C-FIN-80: FS, P2-03C-FIN-60: FS, P2-03C-FIN-70: FS, P2-03C-FIN-50: FS",,,,5D w/Hol 1222-1226,
P2-03C-FIN-20,Not Started,TWNU07.8.6.8.2.7,INSULATE AT CORRIDOR,1,1,0,12/9/2025 08:00,12/9/2025 08:00,12/9/2025 08:00,12/9/2025 16:00,12/9/2025 16:00,12/9/2025 16:00,58,0,Task Dependent,,P2-03C-FIN-10,P2-03C-FIN-10: FF 4,,As Late As Possible,,5D w/Hol 1222-1226,
P2-03C-FIN-90,Not Started,TWNU07.8.6.8.2.7,INSTALL FLOORING & BASE AT CORRIDOR,2,2,0,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 08:00,2/10/2026 16:00,2/10/2026 16:00,2/10/2026 16:00,38,0,Task Dependent,"P2-03C-FIN-80, P2-03C-FIN-50, P2-03C-FIN-60, P2-03C-FIN-70, P2-03U-FIN-240, P2-03C-FIN-160","P2-03C-FIN-100, P2-FINBLDG","P2-03C-FIN-100: FF 2, P2-FINBLDG: FS",,,,5D w/Hol 1222-1226,
P2-03C-FIN-50,Not Started,TWNU07.8.6.8.2.7,FIRE SPRINKLER TRIM AT CORRIDOR,2,2,0,1/21/2026 08:00,1/21/2026 08:00,1/21/2026 08:00,1/22/2026 16:00,1/22/2026 16:00,1/22/2026 16:00,49,11,Task Dependent,"P2-03C-FIN-40, P2-03U-FIN-140",P2-03C-FIN-90,P2-03C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-03C-FIN-60,Not Started,TWNU07.8.6.8.2.7,HVAC TRIM AT CORRIDOR,2,2,0,1/21/2026 08:00,1/21/2026 08:00,1/21/2026 08:00,1/22/2026 16:00,1/22/2026 16:00,1/22/2026 16:00,49,11,Task Dependent,"P2-03C-FIN-40, P2-03U-FIN-130",P2-03C-FIN-90,P2-03C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-03C-FIN-70,Not Started,TWNU07.8.6.8.2.7,ELECTRICAL / FA TRIM  AT CORRIDOR,2,2,0,1/21/2026 08:00,1/21/2026 08:00,1/21/2026 08:00,1/22/2026 16:00,1/22/2026 16:00,1/22/2026 16:00,47,0,Task Dependent,"P2-03C-FIN-40, P2-03U-FIN-190","P2-03C-FIN-90, P2-03C-FIN-160","P2-03C-FIN-90: FS, P2-03C-FIN-160: FS",,,,5D w/Hol 1222-1226,
P2-03C-FIN-80,Not Started,TWNU07.8.6.8.2.7,LOW VOLTAGE TRIM AT CORRIDOR,2,2,0,1/21/2026 08:00,1/21/2026 08:00,1/21/2026 08:00,1/22/2026 16:00,1/22/2026 16:00,1/22/2026 16:00,49,11,Task Dependent,"P2-03C-FIN-40, P2-03U-FIN-200",P2-03C-FIN-90,P2-03C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-03C-FIN-100,Not Started,TWNU07.8.6.8.2.7,SECOND FINAL PAINT,2,2,0,2/11/2026 08:00,2/11/2026 08:00,2/11/2026 08:00,2/12/2026 16:00,2/12/2026 16:00,2/12/2026 16:00,38,0,Task Dependent,P2-03C-FIN-90,"P2-03C-FIN-110, P2-03C-FIN-150","P2-03C-FIN-110: FS, P2-03C-FIN-150: FS",,,,5D w/Hol 1222-1226,
P2-03C-FIN-110,Not Started,TWNU07.8.6.8.2.7,GC PUNCH CORRIDOR,2,2,0,2/13/2026 08:00,2/13/2026 08:00,2/13/2026 08:00,2/16/2026 16:00,2/16/2026 16:00,2/16/2026 16:00,38,0,Task Dependent,"P2-03C-FIN-100, P2-03C-FIN-150",P2-03C-FIN-120,P2-03C-FIN-120: FS,,,,5D w/Hol 1222-1226,
P2-03C-FIN-120,Not Started,TWNU07.8.6.8.2.7,OWNER WALK CORRIDOR,1,1,0,2/17/2026 08:00,2/17/2026 08:00,2/17/2026 08:00,2/17/2026 16:00,2/17/2026 16:00,2/17/2026 16:00,38,0,Task Dependent,P2-03C-FIN-110,P2-03C-FIN-130,P2-03C-FIN-130: FS,,,,5D w/Hol 1222-1226,
P2-03C-FIN-130,Not Started,TWNU07.8.6.8.2.7,OWNER PUNCH CORRIDOR,2,2,0,2/18/2026 08:00,2/18/2026 08:00,2/18/2026 08:00,2/19/2026 16:00,2/19/2026 16:00,2/19/2026 16:00,38,0,Task Dependent,P2-03C-FIN-120,P2-03C-FIN-140,P2-03C-FIN-140: FS,,,,5D w/Hol 1222-1226,
P2-03C-FIN-140,Not Started,TWNU07.8.6.8.2.7,OWNER ACCEPTANCE / TURNOVER CORRIDOR,1,1,0,2/20/2026 08:00,2/20/2026 08:00,2/20/2026 08:00,2/20/2026 16:00,2/20/2026 16:00,2/20/2026 16:00,38,84,Task Dependent,P2-03C-FIN-130,"FM-P1B-GTURN, FM-P2B-GTURN","FM-P1B-GTURN: FS, FM-P2B-GTURN: FF",,,,5D w/Hol 1222-1226,
P2-03C-FIN-150,Not Started,TWNU07.8.6.8.2.7,OWNER INSTALL SIGNAGE AT CORRIDOR,1,1,0,2/13/2026 08:00,2/13/2026 08:00,2/13/2026 08:00,2/13/2026 16:00,2/13/2026 16:00,2/13/2026 16:00,39,1,Task Dependent,"P2-03C-FIN-100, FAB/DEL-240",P2-03C-FIN-110,P2-03C-FIN-110: FF,,,,5D w/Hol 1222-1226,
P2-03C-FIN-160,Not Started,TWNU07.8.6.8.2.7,INSTALL FIRE EXTINGUISHER CABINETS  AT CORRIDOR,2,2,0,1/23/2026 08:00,1/23/2026 08:00,1/23/2026 08:00,1/26/2026 16:00,1/26/2026 16:00,1/26/2026 16:00,47,9,Task Dependent,P2-03C-FIN-70,P2-03C-FIN-90,P2-03C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P1B-01U-FIN-10,Not Started,TWNU07.8.6.2.2,HANG DRYWALL,5,5,0,10/16/2025 08:00,10/16/2025 08:00,10/16/2025 08:00,10/22/2025 16:00,10/22/2025 16:00,10/22/2025 16:00,-36,0,Task Dependent,"P1B-01U-FIN-20, P1B-01-RI-90, P1B-01-RI-150, P1A-03U-FIN-10, P1B-EXT-01-10, P1B-EXT-01-20, FAB/DEL-290, FM-1B-OHD-DRY","P1B-01U-FIN-30, P1B-02U-FIN-10, P1B-01C-FIN-10","P1B-01U-FIN-30: FF 3, P1B-02U-FIN-10: FF 3, P1B-01C-FIN-10: FF",,,,5D w/Hol 1222-1226,
P1B-01U-FIN-30,Not Started,TWNU07.8.6.2.2,FINISH DRYWALL,5,5,0,10/21/2025 08:00,10/21/2025 08:00,10/21/2025 08:00,10/27/2025 16:00,10/27/2025 16:00,10/27/2025 16:00,-35,0,Task Dependent,P1B-01U-FIN-10,"P1B-01U-FIN-40, P1B-EXT-01-30","P1B-01U-FIN-40: FS , P1B-EXT-01-30: FS",,,,5D w/Hol 1222-1226,
P1B-01U-FIN-40,Not Started,TWNU07.8.6.2.2,PRIME PAINT DRYWALL,2,2,0,10/28/2025 08:00,10/28/2025 08:00,10/28/2025 08:00,10/29/2025 16:00,10/29/2025 16:00,10/29/2025 16:00,48,0,Task Dependent,"P1B-01U-FIN-30, FAB/DEL-330","P1B-01U-FIN-60, P1B-01U-FIN-50","P1B-01U-FIN-60: FS , P1B-01U-FIN-50: FS",,,,5D w/Hol 1222-1226,
