stage,csi_code,csi_code_description
Contracted Work/GMP/Subcontracts,15-06-204,CROWN MOLDING
Contracted Work/GMP/Subcontracts,15-06-205,WOOD CASING
Contracted Work/GMP/Subcontracts,15-06-206,JAMBS AND CASING
Contracted Work/GMP/Subcontracts,15-06-207,JAMB EXTENDER
Contracted Work/GMP/Subcontracts,15-06-210,FINISH CARPENTRY
Contracted Work/GMP/Subcontracts,15-06-211,WINDOW JAMBS AND TRIM
Contracted Work/GMP/Subcontracts,15-06-212,VALANCE
Contracted Work/GMP/Subcontracts,15-06-213,WINDOW TRANSOM
Contracted Work/GMP/Subcontracts,15-06-214,TONGUE AND GROOVE PANELING
Contracted Work/GMP/Subcontracts,15-06-215,SHELVING
Contracted Work/GMP/Subcontracts,15-06-220,MILLWORK
Contracted Work/GMP/Subcontracts,15-06-221,ELEVATOR CAB FINISHES
Contracted Work/GMP/Subcontracts,15-06-250,PREFINISHED PANELING
Contracted Work/GMP/Subcontracts,15-06-260,BOARD PANELING
Contracted Work/GMP/Subcontracts,15-06-270,CLOSET & UTILITY WOOD SHELVING
Contracted Work/GMP/Subcontracts,15-06-400,ARCHITECTURAL WOODWORK
Contracted Work/GMP/Subcontracts,15-06-410,CUSTOM CABINETS
Contracted Work/GMP/Subcontracts,15-06-411,COUNTER TOPS
Contracted Work/GMP/Subcontracts,15-06-412,BAR CABINETS
Contracted Work/GMP/Subcontracts,15-06-413,WALL UNIT
Contracted Work/GMP/Subcontracts,15-06-414,SOLID SURFACE COUNTERTOPS
Contracted Work/GMP/Subcontracts,15-06-417,OPEN MICA SHELVES
Contracted Work/GMP/Subcontracts,15-06-418,CUSTOM CABINET HARDWARE
Contracted Work/GMP/Subcontracts,15-06-419,"CABINETS, SHELVES AND BASE"
Contracted Work/GMP/Subcontracts,15-06-420,PANELING
Contracted Work/GMP/Subcontracts,15-06-430,WOOD STAIRS & RAILINGS
Contracted Work/GMP/Subcontracts,15-06-431,WOOD STAIRS AND RAILINGS
Contracted Work/GMP/Subcontracts,15-06-434,WOOD HANDRAILS
Contracted Work/GMP/Subcontracts,15-06-436,FOLDING STAIRS
Contracted Work/GMP/Subcontracts,15-06-440,WOOD ORNAMENTS
Contracted Work/GMP/Subcontracts,15-06-442,EXTERIOR SHUTTERS
Contracted Work/GMP/Subcontracts,15-06-445,SIMULATED WOOD ORNAMENTS
Contracted Work/GMP/Subcontracts,15-06-450,STANDING & RUNNING TRIM
Contracted Work/GMP/Subcontracts,15-06-455,SIMULATED WOOD TRIM
Contracted Work/GMP/Subcontracts,15-06-460,WOOD FRAMES
Contracted Work/GMP/Subcontracts,15-06-470,"SCREENS, BLINDS & SHUTTERS"
Contracted Work/GMP/Subcontracts,15-06-500,STRUCTURAL PLASTICS
Contracted Work/GMP/Subcontracts,15-06-510,STRUCTURAL PLASTIC SHAPES & PL
Contracted Work/GMP/Subcontracts,15-06-520,PLASTICS STRUCTURAL ASSEMBLIES
Contracted Work/GMP/Subcontracts,15-06-600,PLASTIC FABRICATION
Contracted Work/GMP/Subcontracts,15-06-900,WOOD & PLASTIC RESTORATION & C
Contracted Work/GMP/Subcontracts,15-06-910,WOOD RESTORATION & CLEANING
Contracted Work/GMP/Subcontracts,15-06-920,PLASTIC RESTORATION & CLEANING
Contracted Work/GMP/Subcontracts,15-07-000,THERMAL/MOISTURE PROT
Contracted Work/GMP/Subcontracts,15-07-085,REPLACE ACCESS FL TILE PH 2
Contracted Work/GMP/Subcontracts,15-07-086,REMOVE/REPLACE GRND TILES
Contracted Work/GMP/Subcontracts,15-07-100,WATERPROOFING & DAMPPROOFING
Contracted Work/GMP/Subcontracts,15-07-105,WATERPROOFING
Contracted Work/GMP/Subcontracts,15-07-110,DAMPPROOFING
Contracted Work/GMP/Subcontracts,15-07-112,CAULKING
Contracted Work/GMP/Subcontracts,15-07-114,FELT ON EXTERIOR WALL
Contracted Work/GMP/Subcontracts,15-07-120,BUILT-UP BITUMINOUS WATERPROOF
Contracted Work/GMP/Subcontracts,15-07-130,SHEET WATERPROOFING
Contracted Work/GMP/Subcontracts,15-07-140,FLUID-APPLIED WATERPROOFING
Contracted Work/GMP/Subcontracts,15-07-150,SHEET METAL WATERPROOFING
Contracted Work/GMP/Subcontracts,15-07-160,CEMENTITIOUS & REACTIVE WATERP
Contracted Work/GMP/Subcontracts,15-07-170,BENTONITE WATERPROOFING
Contracted Work/GMP/Subcontracts,15-07-180,TRAFFIC COATINGS
Contracted Work/GMP/Subcontracts,15-07-190,WATER REPELLENTS
Contracted Work/GMP/Subcontracts,15-07-200,THERMAL PROTECTION
Contracted Work/GMP/Subcontracts,15-07-210,BUILDING INSULATION
Contracted Work/GMP/Subcontracts,15-07-211,LOOSE FILL INSULATION
Contracted Work/GMP/Subcontracts,15-07-212,RIGID INSULATION
Contracted Work/GMP/Subcontracts,15-07-215,SPRAY-ON INSULATION
Contracted Work/GMP/Subcontracts,15-07-220,ROOF & DECK INSULATION
Contracted Work/GMP/Subcontracts,15-07-240,EXTERIOR INSULATION & FINISH S
Contracted Work/GMP/Subcontracts,15-07-260,VAPOR RETARDERS
Contracted Work/GMP/Subcontracts,15-07-270,AIR BARRIERS
Contracted Work/GMP/Subcontracts,15-07-275,FIRE SAFING
Contracted Work/GMP/Subcontracts,15-07-300,SHINGLES & ROOFING TILES
Contracted Work/GMP/Subcontracts,15-07-310,SHINGLES
Contracted Work/GMP/Subcontracts,15-07-320,ROOF TILES
Contracted Work/GMP/Subcontracts,15-07-321,CLAY ROOF TILES
Contracted Work/GMP/Subcontracts,15-07-322,CONCRETE ROOF TILES
Contracted Work/GMP/Subcontracts,15-07-330,ROOF COVERINGS
Contracted Work/GMP/Subcontracts,15-07-400,ROOFING & SIDING PANELS
Contracted Work/GMP/Subcontracts,15-07-410,METAL ROOF & WALL PANELS
Contracted Work/GMP/Subcontracts,15-07-411,METAL ROOF
Contracted Work/GMP/Subcontracts,15-07-412,EMERGENCY ROOF REPAIR
Contracted Work/GMP/Subcontracts,15-07-420,PLASTIC ROOF & WALL PANELS
Contracted Work/GMP/Subcontracts,15-07-430,COMPOSITE PANELS
Contracted Work/GMP/Subcontracts,15-07-440,FACED PANELS
Contracted Work/GMP/Subcontracts,15-07-450,FIBER-REINFORCED CEMENTITIOUS
Contracted Work/GMP/Subcontracts,15-07-460,SIDING
Contracted Work/GMP/Subcontracts,15-07-470,WOOD ROOF & WALL PANELS
Contracted Work/GMP/Subcontracts,15-07-480,EXTERIOR WALL ASSEMBLIES
Contracted Work/GMP/Subcontracts,15-07-500,MEMBRANE ROOFING
Contracted Work/GMP/Subcontracts,15-07-505,SINGLE PLY ROOFING
Contracted Work/GMP/Subcontracts,15-07-510,BUILT-UP BITUMINOUS ROOFING
Contracted Work/GMP/Subcontracts,15-07-520,COLD-APPLIED BITUMINOUS ROOFIN
Contracted Work/GMP/Subcontracts,15-07-530,ELASTOMERIC MEMBRANE ROOFING
Contracted Work/GMP/Subcontracts,15-07-540,THERMOPLASTIC MEMBRANE ROOFING
Contracted Work/GMP/Subcontracts,15-07-550,MODIFIED BITUMINOUS MEMBRANE R
Contracted Work/GMP/Subcontracts,15-07-560,FLUID-APPLIED ROOFING
Contracted Work/GMP/Subcontracts,15-07-570,COATED FOAMED ROOFING
Contracted Work/GMP/Subcontracts,15-07-590,ROOF MAINTENANCE & REPAIRS
Contracted Work/GMP/Subcontracts,15-07-600,FLASHING & SHEET METAL
Contracted Work/GMP/Subcontracts,15-07-610,SHEET METAL ROOFING
Contracted Work/GMP/Subcontracts,15-07-620,SHEET METAL FLASHING & TRIM
Contracted Work/GMP/Subcontracts,15-07-625,DOOR & WINDOW PANS
Contracted Work/GMP/Subcontracts,15-07-630,SHEET METAL ROOFING SPECIALTIE
Contracted Work/GMP/Subcontracts,15-07-631,GUTTERS
Contracted Work/GMP/Subcontracts,15-07-650,FLEXIBLE FLASHING
Contracted Work/GMP/Subcontracts,15-07-700,ROOF SPECIALTIES & ACCESSORIES
Contracted Work/GMP/Subcontracts,15-07-710,MANUFACTURED ROOF SPECIALTIES
Contracted Work/GMP/Subcontracts,15-07-714,GUTTERS & DOWNSPOUTS
Contracted Work/GMP/Subcontracts,15-07-720,ROOF ACCESSORIES
Contracted Work/GMP/Subcontracts,15-07-724,ROOF HATCHES
Contracted Work/GMP/Subcontracts,15-07-725,ROOF WALK BOARDS
Contracted Work/GMP/Subcontracts,15-07-760,ROOF PAVERS
Contracted Work/GMP/Subcontracts,15-07-800,FIRE & SMOKE PROTECTION
Contracted Work/GMP/Subcontracts,15-07-810,APPLIED FIREPROOFING
Contracted Work/GMP/Subcontracts,15-07-820,BOARD FIREPROOFING
Contracted Work/GMP/Subcontracts,15-07-840,FIRESTOPPING
Contracted Work/GMP/Subcontracts,15-07-860,SMOKE SEALS
Contracted Work/GMP/Subcontracts,15-07-870,SMOKE CONTAINMENT BARRIERS
Contracted Work/GMP/Subcontracts,15-07-900,JOINT SEALERS
Contracted Work/GMP/Subcontracts,15-07-910,PREFORMED JOINT SEALS
Contracted Work/GMP/Subcontracts,15-07-920,JOINT SEALANTS
Contracted Work/GMP/Subcontracts,15-08-000,DOORS AND WINDOWS
Contracted Work/GMP/Subcontracts,15-08-100,METAL DOORS & FRAMES
Contracted Work/GMP/Subcontracts,15-08-105,METAL DOORS & FRAMES
Contracted Work/GMP/Subcontracts,15-08-110,STEEL DOORS & FRAMES
Contracted Work/GMP/Subcontracts,15-08-120,ALUMINIUM DOORS & FRAMES
Contracted Work/GMP/Subcontracts,15-08-130,STAINLESS STEEL DOORS & FRAMES
Contracted Work/GMP/Subcontracts,15-08-140,BRONZE DOORS & FRAMES
Contracted Work/GMP/Subcontracts,15-08-150,PREASSEMBLED METAL DOORS/FRAME
Contracted Work/GMP/Subcontracts,15-08-160,SLIDING METAL DOORS & GRILLES
Contracted Work/GMP/Subcontracts,15-08-180,METAL SCREEN & STORM DOORS
Contracted Work/GMP/Subcontracts,15-08-190,METAL DOOR RESTORATION
Contracted Work/GMP/Subcontracts,15-08-200,WOOD & PLASTIC DOORS
Contracted Work/GMP/Subcontracts,15-08-205,WOOD DOORS SUPPLY/INSTALL
Contracted Work/GMP/Subcontracts,15-08-210,WOOD DOORS
Contracted Work/GMP/Subcontracts,15-08-212,WOOD DOOR - DOUBLE
Contracted Work/GMP/Subcontracts,15-08-213,WOOD DOOR - BIFOLD IN WOOD JAM
Contracted Work/GMP/Subcontracts,15-08-214,WOOD DOOR - BIFOLD W/NO JAMB
Contracted Work/GMP/Subcontracts,15-08-215,EXTERIOR WOOD DOORS& WINDOWS
Contracted Work/GMP/Subcontracts,15-08-216,WOOD DOOR - SPECIAL
Contracted Work/GMP/Subcontracts,15-08-220,PLASTIC DOORS
Contracted Work/GMP/Subcontracts,15-08-225,INSTALLATION DOORS & HDWE
Contracted Work/GMP/Subcontracts,15-08-250,PREASSEMBLED WOOD/PLASTIC DOOR
Contracted Work/GMP/Subcontracts,15-08-260,SLIDING WOOD & PLASTIC DOORS
Contracted Work/GMP/Subcontracts,15-08-280,WOOD & PLASTIC STORM/SCREEN DO
Contracted Work/GMP/Subcontracts,15-08-290,WOOD & PLASTIC DOOR RESTORATIO
Contracted Work/GMP/Subcontracts,15-08-300,SPECIALTY DOORS
Contracted Work/GMP/Subcontracts,15-08-310,ACCESS DOORS & PANELS
Contracted Work/GMP/Subcontracts,15-08-320,DETENTION DOORS & FRAMES
Contracted Work/GMP/Subcontracts,15-08-330,COILING DOORS & GRILLS
Contracted Work/GMP/Subcontracts,15-08-331,COILING COUNTER DOORS
Contracted Work/GMP/Subcontracts,15-08-332,COILING COUNTER GRILLES
Contracted Work/GMP/Subcontracts,15-08-333,OVERHEAD COILING DOORS
Contracted Work/GMP/Subcontracts,15-08-334,OVERHEAD COILING GRILLES
Contracted Work/GMP/Subcontracts,15-08-340,SPECIAL FUNCTION DOORS
Contracted Work/GMP/Subcontracts,15-08-350,FOLDING DOORS & GRILLES
Contracted Work/GMP/Subcontracts,15-08-360,OVERHEAD DOORS
Contracted Work/GMP/Subcontracts,15-08-361,SECTIONAL OVERHEAD DOORS
Contracted Work/GMP/Subcontracts,15-08-370,VERTICAL LIFT DOORS
Contracted Work/GMP/Subcontracts,15-08-380,TRAFFIC DOORS
Contracted Work/GMP/Subcontracts,15-08-382,STORM SHUTTERS
Contracted Work/GMP/Subcontracts,15-08-390,PRESSURE-RESISTANT DOORS
Contracted Work/GMP/Subcontracts,15-08-400,ENTRANCES & STOREFRONTS
Contracted Work/GMP/Subcontracts,15-08-410,METAL-FRAMED STOREFRONTS
Contracted Work/GMP/Subcontracts,15-08-450,ALL-GLASS ENTRANCES & STOREFRO
Contracted Work/GMP/Subcontracts,15-08-460,AUTOMATIC ENTRANCE DOORS
Contracted Work/GMP/Subcontracts,15-08-470,REVOLVING ENTRANCE DOORS
Contracted Work/GMP/Subcontracts,15-08-480,BALANCED ENTRANCE DOORS
Contracted Work/GMP/Subcontracts,15-08-490,SLIDING STOREFRONTS
Contracted Work/GMP/Subcontracts,15-08-500,WINDOWS
Contracted Work/GMP/Subcontracts,15-08-510,STEEL WINDOWS
Contracted Work/GMP/Subcontracts,15-08-520,ALUMINIUM WINDOWS
Contracted Work/GMP/Subcontracts,15-08-530,STAINLESS STEEL WINDOWS
Contracted Work/GMP/Subcontracts,15-08-540,BRONZE WINDOWS
Contracted Work/GMP/Subcontracts,15-08-550,WOOD WINDOWS
Contracted Work/GMP/Subcontracts,15-08-560,PLASTIC WINDOWS
Contracted Work/GMP/Subcontracts,15-08-570,COMPOSITE WINDOWS
Contracted Work/GMP/Subcontracts,15-08-580,SPECIAL FUNCTION WINDOWS
Contracted Work/GMP/Subcontracts,15-08-590,WINDOW RESTORATION & REPLACEME
Contracted Work/GMP/Subcontracts,15-08-600,SKYLIGHTS
Contracted Work/GMP/Subcontracts,15-08-610,ROOF WINDOWS
Contracted Work/GMP/Subcontracts,15-08-620,UNIT SKYLIGHTS
Contracted Work/GMP/Subcontracts,15-08-630,METAL-FRAMED SKYLIGHTS
Contracted Work/GMP/Subcontracts,15-08-700,HARDWARE
Contracted Work/GMP/Subcontracts,15-08-710,DOOR HARDWARE
Contracted Work/GMP/Subcontracts,15-08-720,WEATHER STRIPPING & SEALS
Contracted Work/GMP/Subcontracts,15-08-740,ELECTRO-MECHANICAL HARDWARE
Contracted Work/GMP/Subcontracts,15-08-750,WINDOW HARDWARE
Contracted Work/GMP/Subcontracts,15-08-770,DOOR & WINDOW ACCESSORIES
Contracted Work/GMP/Subcontracts,15-08-780,SPECIAL FUNCTION HARDWARE
Contracted Work/GMP/Subcontracts,15-08-790,HARDWARE RESTORATION
Contracted Work/GMP/Subcontracts,15-08-800,GLAZING
Contracted Work/GMP/Subcontracts,15-08-810,GLASS
Contracted Work/GMP/Subcontracts,15-08-811,PLATE GLASS
Contracted Work/GMP/Subcontracts,15-08-813,TEMPERED GLASS
Contracted Work/GMP/Subcontracts,15-08-815,LEADED GLASS
Contracted Work/GMP/Subcontracts,15-08-816,BEVELED GLASS
Contracted Work/GMP/Subcontracts,15-08-830,MIRRORS
Contracted Work/GMP/Subcontracts,15-08-840,PLASTIC GLAZING
Contracted Work/GMP/Subcontracts,15-08-850,GLAZING ACCESSORIES
Contracted Work/GMP/Subcontracts,15-08-890,GLAZING RESTORATION
Contracted Work/GMP/Subcontracts,15-08-900,GLAZED CURTAIN WALL
Contracted Work/GMP/Subcontracts,15-08-910,METAL FRAMED CURTAIN WALL
Contracted Work/GMP/Subcontracts,15-08-950,TRANSLUCENT WALL & ROOF ASSEMB
Contracted Work/GMP/Subcontracts,15-08-960,SLOPED GLAZING ASSEMBLIES
Contracted Work/GMP/Subcontracts,15-08-970,STRUCTURAL GLASS CURTAIN WALLS
Contracted Work/GMP/Subcontracts,15-08-990,GLAZED CURTAIN WALL RESTORATIO
Contracted Work/GMP/Subcontracts,15-09-000,FINISHES
Contracted Work/GMP/Subcontracts,15-09-100,METAL SUPPORT ASSEMBLIES
Contracted Work/GMP/Subcontracts,15-09-110,NON-LOAD BEARING WALL FRAMING
Contracted Work/GMP/Subcontracts,15-09-120,CEILING SUSPENSION
Contracted Work/GMP/Subcontracts,15-09-130,ACOUSTICAL SUSPENSION
Contracted Work/GMP/Subcontracts,15-09-180,STUCCO
Contracted Work/GMP/Subcontracts,15-09-181,STUCCO MASONRY INFILL
Contracted Work/GMP/Subcontracts,15-09-182,STUCCO TOUCH-UP
Contracted Work/GMP/Subcontracts,15-09-200,PLASTER & GYPSUM BOARD
Contracted Work/GMP/Subcontracts,15-09-205,FURRING & LATHING
Contracted Work/GMP/Subcontracts,15-09-210,GYPSUM PLASTER
Contracted Work/GMP/Subcontracts,15-09-220,PORTLAND CEMENT PLASTER
Contracted Work/GMP/Subcontracts,15-09-230,PLASTER FABRICATIONS
Contracted Work/GMP/Subcontracts,15-09-250,GYPSUM BOARD
Contracted Work/GMP/Subcontracts,15-09-252,GYPSUM HARDCOAT
Contracted Work/GMP/Subcontracts,15-09-255,DRYWALL & METAL FRAMING
Contracted Work/GMP/Subcontracts,15-09-260,GYPSUM BOARD ASSEMBLIES
Contracted Work/GMP/Subcontracts,15-09-265,DRYWALL TREY CEILINGS
Contracted Work/GMP/Subcontracts,15-09-300,TILE
Contracted Work/GMP/Subcontracts,15-09-305,STONE & TILE
Contracted Work/GMP/Subcontracts,15-09-310,CERAMIC TILE
Contracted Work/GMP/Subcontracts,15-09-330,QUARRY TILE
Contracted Work/GMP/Subcontracts,15-09-340,PAVER TILE
Contracted Work/GMP/Subcontracts,15-09-345,MARBLE SILLS
Contracted Work/GMP/Subcontracts,15-09-350,GLASS MOSAICS
Contracted Work/GMP/Subcontracts,15-09-360,PLASTIC TILE
Contracted Work/GMP/Subcontracts,15-09-370,METAL TILE
Contracted Work/GMP/Subcontracts,15-09-380,CUT NATURAL STONE
Contracted Work/GMP/Subcontracts,15-09-390,TILE RESTORATION
Contracted Work/GMP/Subcontracts,15-09-400,TERRAZZO
Contracted Work/GMP/Subcontracts,15-09-410,PORTLAND CEMENT TERRAZZO
Contracted Work/GMP/Subcontracts,15-09-490,TERRAZZO RESTORATION
Contracted Work/GMP/Subcontracts,15-09-500,CEILINGS
Contracted Work/GMP/Subcontracts,15-09-510,ACOUSTICAL CEILING
Contracted Work/GMP/Subcontracts,15-09-511,ACOUSTICAL CLG W/INSULATION
Contracted Work/GMP/Subcontracts,15-09-512,LUMINOUS CEILING
Contracted Work/GMP/Subcontracts,15-09-514,DRYWALL CEILINGS-SUSPENDED
Contracted Work/GMP/Subcontracts,15-09-545,SPECIALTY CEILINGS
Contracted Work/GMP/Subcontracts,15-09-550,MIRROR PANEL CEILINGS
Contracted Work/GMP/Subcontracts,15-09-560,TEXTURED CEILINGS
Contracted Work/GMP/Subcontracts,15-09-570,LINEAR WOOD CEILINGS
Contracted Work/GMP/Subcontracts,15-09-580,SUSPENDED DECORATIVE GRIDS
Contracted Work/GMP/Subcontracts,15-09-590,CEILING ASSEMBLY RESTORATION
Contracted Work/GMP/Subcontracts,15-09-600,FLOORING
Contracted Work/GMP/Subcontracts,15-09-605,FLOORING
Contracted Work/GMP/Subcontracts,15-09-610,FLOOR TREATMENT
Contracted Work/GMP/Subcontracts,15-09-612,WOOD UNDERLAYMENT
Contracted Work/GMP/Subcontracts,15-09-620,SPECIALTY FLOORING
Contracted Work/GMP/Subcontracts,15-09-630,MASONRY FLOORING
Contracted Work/GMP/Subcontracts,15-09-640,WOOD FLOORING
Contracted Work/GMP/Subcontracts,15-09-644,WOOD ATHLETIC FLOORING
Contracted Work/GMP/Subcontracts,15-09-650,RESILIENT SHEET FLOORING
Contracted Work/GMP/Subcontracts,15-09-652,VCT FLOORING
Contracted Work/GMP/Subcontracts,15-09-660,STATIC CONTROL FLOORING
Contracted Work/GMP/Subcontracts,15-09-665,RESILIENT SHEET FLOORING
Contracted Work/GMP/Subcontracts,15-09-670,FLUID-APPLIED FLOORING
Contracted Work/GMP/Subcontracts,15-09-680,CARPET
Contracted Work/GMP/Subcontracts,15-09-682,CARPET
Contracted Work/GMP/Subcontracts,15-09-690,FLOORING RESTORATION
Contracted Work/GMP/Subcontracts,15-09-700,WALL FINISHES
Contracted Work/GMP/Subcontracts,15-09-710,ACOUSTICAL WALL FINISHES
Contracted Work/GMP/Subcontracts,15-09-720,WALL COVERING
Contracted Work/GMP/Subcontracts,15-09-722,FRP WALL PANELS
Contracted Work/GMP/Subcontracts,15-09-730,WALL CARPET
Contracted Work/GMP/Subcontracts,15-09-740,FLEXIBLE WOOD SHEETS
Contracted Work/GMP/Subcontracts,15-09-770,SPECIAL WALL SURFACES
Contracted Work/GMP/Subcontracts,15-09-800,ACOUSTICAL TREATMENT
Contracted Work/GMP/Subcontracts,15-09-810,ACOUSTICAL SPACE UNITS
Contracted Work/GMP/Subcontracts,15-09-820,ACOUSTICAL INSULATION & SEALAN
Contracted Work/GMP/Subcontracts,15-09-830,ACOUSTICAL BARRIERS
Contracted Work/GMP/Subcontracts,15-09-840,ACOUSTICAL WALL TREATMENT
Contracted Work/GMP/Subcontracts,15-09-900,PAINTS & COATINGS
Contracted Work/GMP/Subcontracts,15-09-910,PAINTING
Contracted Work/GMP/Subcontracts,15-09-912,PAINTING
Contracted Work/GMP/Subcontracts,15-09-915,PAINTING- EXTERIOR
Contracted Work/GMP/Subcontracts,15-09-930,STAINS & TRANSPARENT FINISHES
Contracted Work/GMP/Subcontracts,15-09-940,DECORATIVE FINISHES
Contracted Work/GMP/Subcontracts,15-09-950,WALL COVERINGS
Contracted Work/GMP/Subcontracts,15-09-960,HIGH-PERFORMANCE COATINGS
Contracted Work/GMP/Subcontracts,15-09-970,COATINGS FOR STEEL
Contracted Work/GMP/Subcontracts,15-09-980,COATINGS FOR CONCRETE & MASONR
Contracted Work/GMP/Subcontracts,15-09-990,PAINT RESTORATION
Contracted Work/GMP/Subcontracts,15-10-000,SPECIALTIES
Contracted Work/GMP/Subcontracts,15-10-091,COMMAND CTR VCT PH 2
Contracted Work/GMP/Subcontracts,15-10-100,VISUAL DISPLAY BOARDS
Contracted Work/GMP/Subcontracts,15-10-110,CHALKBOARDS
Contracted Work/GMP/Subcontracts,15-10-115,MARKER BOARDS
Contracted Work/GMP/Subcontracts,15-10-120,TACKBOARDS & VISUAL AID BOARDS
Contracted Work/GMP/Subcontracts,15-10-130,OPERABLE BOARD UNITS
Contracted Work/GMP/Subcontracts,15-10-145,VISUAL AIDE BOARD UNITS
Contracted Work/GMP/Subcontracts,15-10-150,COMPARTMENTS & CUBICLES
Contracted Work/GMP/Subcontracts,15-10-160,METAL TOILET COMPARTMENTS
Contracted Work/GMP/Subcontracts,15-10-165,PLASTIC LAMINATE TOILET COMPAR
Contracted Work/GMP/Subcontracts,15-10-170,PLASTIC TOILET COMPARTMENTS
Contracted Work/GMP/Subcontracts,15-10-175,PARTICLEBOARD TOILET COMPARTME
Contracted Work/GMP/Subcontracts,15-10-180,STONE TOILET COMPARTMENTS
Contracted Work/GMP/Subcontracts,15-10-185,SHOWER & DRESSING COMPARTMENTS
Contracted Work/GMP/Subcontracts,15-10-190,CUBICLES
Contracted Work/GMP/Subcontracts,15-10-200,SPECIALTIES
Contracted Work/GMP/Subcontracts,15-10-205,SPECIALTIES
Contracted Work/GMP/Subcontracts,15-10-210,WALL LOUVERS
Contracted Work/GMP/Subcontracts,15-10-220,LOUVERED EQUIPMENT ENCLOSURES
Contracted Work/GMP/Subcontracts,15-10-225,DOOR LOUVERS
Contracted Work/GMP/Subcontracts,15-10-230,VENTS
Contracted Work/GMP/Subcontracts,15-10-240,GRILLES & SCREENS
Contracted Work/GMP/Subcontracts,15-10-250,SERVICE WALLS
Contracted Work/GMP/Subcontracts,15-10-260,WALL & CORNER GUARDS
Contracted Work/GMP/Subcontracts,15-10-270,ACCESS FLOORING
Contracted Work/GMP/Subcontracts,15-10-290,PEST CONTROL
Contracted Work/GMP/Subcontracts,15-10-300,MISCELLANEOUS SPECIALTIES
Contracted Work/GMP/Subcontracts,15-10-305,MANUFACTURED FIREPLACES
Contracted Work/GMP/Subcontracts,15-10-310,FIREPLACE SPECIALTIES & ACCESS
Contracted Work/GMP/Subcontracts,15-10-312,FIRE EXTINGUISHERS
Contracted Work/GMP/Subcontracts,15-10-320,MISC SPECIALTIES
Contracted Work/GMP/Subcontracts,15-10-325,WELDING SPECIALTIES
Contracted Work/GMP/Subcontracts,15-10-340,MANUFACTURED EXTERIOR SPECIALT
Contracted Work/GMP/Subcontracts,15-10-350,FLAGPOLES
Contracted Work/GMP/Subcontracts,15-10-400,IDENTIFYING DEVICES
Contracted Work/GMP/Subcontracts,15-10-410,DIRECTORIES
Contracted Work/GMP/Subcontracts,15-10-420,PLAQUES
Contracted Work/GMP/Subcontracts,15-10-430,EXTERIOR SIGNAGE
Contracted Work/GMP/Subcontracts,15-10-440,INTERIOR SIGNAGE
Contracted Work/GMP/Subcontracts,15-10-450,PEDESTRIAN CONTROL DEVICES
Contracted Work/GMP/Subcontracts,15-10-455,BENCHES
Contracted Work/GMP/Subcontracts,15-10-500,LOCKERS
Contracted Work/GMP/Subcontracts,15-10-510,LOCKERS
Contracted Work/GMP/Subcontracts,15-10-520,FIRE PROTECTION SPECIALTIES
Contracted Work/GMP/Subcontracts,15-10-524,FIRE EXTINGUISHERS & CABINETS
Contracted Work/GMP/Subcontracts,15-10-530,PROTECTIVE COVERS
Contracted Work/GMP/Subcontracts,15-10-531,AWNINGS
Contracted Work/GMP/Subcontracts,15-10-534,WALKWAY COVERINGS
Contracted Work/GMP/Subcontracts,15-10-540,CANVAS AWNINGS
Contracted Work/GMP/Subcontracts,15-10-550,POSTAL SPECIALTIES
